timestamp,speaker,languagen,text,source,line
00:07:20,l,en,How do I move my fucking chair up?,4_9hours.mp4,44
00:07:24,l,en,Good Pedro.,4_9hours.mp4,45
00:07:27,l,en,I cannot move my chair up anymore.,4_9hours.mp4,46
00:07:30,l,en,Fuck.,4_9hours.mp4,47
00:07:32,l,en,Why?,4_9hours.mp4,48
00:07:35,l,en,I can only move it down.,4_9hours.mp4,49
00:07:37,l,en,Okay.,4_9hours.mp4,50
00:07:39,l,en,Anyways.,4_9hours.mp4,51
00:07:41,l,en,Pedro.,4_9hours.mp4,52
00:07:43,l,en,Pedro is so tall.,4_9hours.mp4,53
00:07:46,l,en,That's where I put you.,4_9hours.mp4,54
00:07:48,l,en,You need to be visible.,4_9hours.mp4,55
00:07:50,l,en,We need to see you fast.,4_9hours.mp4,56
00:07:54,l,en,Yes.,4_9hours.mp4,57
00:07:56,l,en,Here.,4_9hours.mp4,58
00:07:58,l,en,Don't mind my socks.,4_9hours.mp4,59
00:08:00,l,en,Don't mind my socks.,4_9hours.mp4,60
00:08:02,l,en,That was...,4_9hours.mp4,61
00:08:04,l,en,Hello Niklas.,4_9hours.mp4,62
00:08:06,l,en,That was a birthday present.,4_9hours.mp4,63
00:08:08,l,en,Early birthday present.,4_9hours.mp4,64
00:08:10,l,en,From Tom.,4_9hours.mp4,65
00:08:12,l,en,I wished,4_9hours.mp4,66
00:08:14,l,en,as a meme,4_9hours.mp4,67
00:08:16,l,en,that I want a Pedro Pascal pub exhibition.,4_9hours.mp4,68
00:08:19,l,en,And there he is.,4_9hours.mp4,69
00:08:21,l,en,There he fucking is.,4_9hours.mp4,70
00:08:23,l,en,A month too early.,4_9hours.mp4,71
00:08:25,l,en,"Hello Niklas, thank you for your bitties.",4_9hours.mp4,72
00:08:27,l,en,You screamer.,4_9hours.mp4,73
00:08:31,l,en,Pedro Pascal.,4_9hours.mp4,74
00:08:33,l,en,You don't get it.,4_9hours.mp4,75
00:08:35,l,en,I was really looking forward to this pub exhibition.,4_9hours.mp4,76
00:08:39,l,en,Anyways.,4_9hours.mp4,77
00:08:42,l,en,Not much yet.,4_9hours.mp4,78
00:08:44,l,en,We'll go into Nightreign.,4_9hours.mp4,79
00:08:46,l,en,I already prepared.,4_9hours.mp4,80
00:08:48,l,en,I have a wheel where we can spin,4_9hours.mp4,81
00:08:51,l,en,for the character I have to play.,4_9hours.mp4,82
00:08:53,l,en,Plus,4_9hours.mp4,83
00:08:55,l,en,random button sabotage.,4_9hours.mp4,84
00:08:57,l,en,There are 10 fields.,4_9hours.mp4,85
00:09:00,l,en,Per 3 subs I have to spin before the round.,4_9hours.mp4,86
00:09:03,l,en,I can't choose my own character.,4_9hours.mp4,87
00:09:05,l,en,I can't do my Iron Eye main.,4_9hours.mp4,88
00:09:10,l,en,Which is not so cool.,4_9hours.mp4,89
00:09:12,l,en,But we shall get through this.,4_9hours.mp4,90
00:09:14,l,en,Maybe I'll learn new characters.,4_9hours.mp4,91
00:09:16,l,en,Who knows.,4_9hours.mp4,92
00:09:18,l,en,I bought new batteries for my controller.,4_9hours.mp4,93
00:09:20,l,en,It will probably run out in the next 1-2 hours.,4_9hours.mp4,94
00:09:24,l,en,And we'll get through this.,4_9hours.mp4,95
00:09:26,l,en,"If you want to play along, you can.",4_9hours.mp4,96
00:09:28,l,en,We'll get through this.,4_9hours.mp4,97
00:09:30,l,en,I think I'll play a round with Tom and Gilly.,4_9hours.mp4,98
00:09:33,l,en,"And if you want to play along,",4_9hours.mp4,99
00:09:35,l,en,we'll get through this.,4_9hours.mp4,100
00:09:38,l,en,I think it's a good deal.,4_9hours.mp4,101
00:09:42,l,en,I know MB2Flu would like to play.,4_9hours.mp4,102
00:09:46,l,en,Sandem asked,4_9hours.mp4,103
00:09:48,l,en,Pyke was also there.,4_9hours.mp4,104
00:09:51,l,en,Maybe Inferno.,4_9hours.mp4,105
00:09:53,l,en,We'll see.,4_9hours.mp4,106
00:09:55,l,en,"If not, we won't get through.",4_9hours.mp4,107
00:09:57,c,en,Perfect Pedro.,4_9hours.mp4,108
00:10:00,l,en,Ein Baby. Baby Pedro. Such a babe.,4_9hours.mp4,109
00:10:09,l,de,Ich hab den schon vor ein paar Tagen bekommen.,4_9hours.mp4,110
00:10:13,l,de,Aber ich wollte abwarten für den Stream und den ersten Stream dann herzeigen.,4_9hours.mp4,111
00:10:19,l,en,Okay.,4_9hours.mp4,112
00:10:21,l,de,Ich muss einmal noch kurz für die Random-Button-Sabotage,4_9hours.mp4,113
00:10:25,l,de,mir die Steuerung von Nightbrain angucken auf der Tastatur.,4_9hours.mp4,114
00:10:30,l,de,Weil dann könnt ihr vielleicht auch die Ultimate zünden.,4_9hours.mp4,115
00:10:34,l,de,"Random, wenn's geht.",4_9hours.mp4,116
00:10:48,l,de,Auch mal wieder her.,4_9hours.mp4,117
00:10:50,l,de,"Ja, ich meine, jetzt warst du in Japan.",4_9hours.mp4,118
00:10:53,l,de,"Du bist eine der most busy persons, die ich kenne.",4_9hours.mp4,119
00:10:57,l,de,Also du bist eigentlich immer verplant.,4_9hours.mp4,120
00:11:00,l,de,Aber ich bin jetzt hoffentlich auch immer mal wieder in Regensburg.,4_9hours.mp4,121
00:11:03,l,de,Und dann machen wir was.,4_9hours.mp4,122
00:11:05,l,de,"Und wenn ich dich nur auf Arbeit besuche, I don't fucking care.",4_9hours.mp4,123
00:11:10,l,en,I need more Frankie in my life.,4_9hours.mp4,124
00:11:12,l,en,A free Sunday.,4_9hours.mp4,125
00:11:14,l,de,"Du arbeitest immer am Wochenende, oder?",4_9hours.mp4,126
00:11:18,c,en,Real life is real lifing,4_9hours.mp4,127
00:11:20,l,de,"Ach, diese dumme Relife-Quest-Zimmer.",4_9hours.mp4,128
00:11:23,l,de,"So, Moment.",4_9hours.mp4,129
00:11:25,l,de,Oh.,4_9hours.mp4,130
00:11:30,l,de,"Besuch mich ganz oft, ja?",4_9hours.mp4,131
00:11:32,l,en,I wish I could.,4_9hours.mp4,132
00:11:34,l,de,"Nee, aber ich bin ja immer noch eingeschriebener Student.",4_9hours.mp4,133
00:11:37,l,de,Und ich krieg das Deutschland-Ticket für fucking 18 Euro im Monat.,4_9hours.mp4,134
00:11:41,l,de,"Ich denk, das werd ich mir jetzt schon noch öfter holen.",4_9hours.mp4,135
00:11:46,l,de,Kann ich das hier?,4_9hours.mp4,136
00:11:48,l,en,Camera-Options.,4_9hours.mp4,137
00:11:52,l,en,Keyboard.,4_9hours.mp4,138
00:11:55,l,en,Okay.,4_9hours.mp4,139
00:12:00,l,en,Open-Control.,4_9hours.mp4,140
00:12:11,l,en,Switch-Item.,4_9hours.mp4,141
00:12:16,l,de,"Ah, das kann ich nicht machen.",4_9hours.mp4,142
00:12:21,l,en,"Attack, ja.",4_9hours.mp4,143
00:12:24,l,en,Skill is Q.,4_9hours.mp4,144
00:12:26,l,en,Ultimate is R. Okay.,4_9hours.mp4,145
00:12:30,l,de,Wir haben...,4_9hours.mp4,146
00:12:45,l,en,How do I do that?,4_9hours.mp4,147
00:12:47,l,en,How do I do that?,4_9hours.mp4,148
00:12:49,l,en,Reset.,4_9hours.mp4,149
00:12:53,l,en,Reset.,4_9hours.mp4,150
00:12:58,l,de,"Core, hier.",4_9hours.mp4,151
00:13:00,l,de,Core.,4_9hours.mp4,152
00:13:02,l,en,Done.,4_9hours.mp4,153
00:13:10,l,de,Wo war das denn?,4_9hours.mp4,154
00:13:14,l,en,Keyboard-Press.,4_9hours.mp4,155
00:13:19,l,de,Keyboard-Press. Und statt X machen wir hier R.,4_9hours.mp4,156
00:13:24,l,de,Dann kriegt ihr einmal die Ultimate.,4_9hours.mp4,157
00:13:29,l,de,Und...,4_9hours.mp4,158
00:13:31,l,de,Dann machen wir noch Q.,4_9hours.mp4,159
00:13:33,l,de,"Q hab ich, glaub ich, schon, oder?",4_9hours.mp4,160
00:13:35,l,de,"Nee, Q hab ich nicht.",4_9hours.mp4,161
00:13:49,l,de,Das muss ich löschen!,4_9hours.mp4,162
00:13:57,l,de,"Okay, ich mach's einfach aus.",4_9hours.mp4,163
00:14:00,l,de,Macht F Sinn?,4_9hours.mp4,164
00:14:05,l,de,"F, ja.",4_9hours.mp4,165
00:14:07,l,de,Macht E Sinn?,4_9hours.mp4,166
00:14:09,l,de,Ja.,4_9hours.mp4,167
00:14:15,l,de,"Ja, klicken macht auch Sinn.",4_9hours.mp4,168
00:14:17,l,de,I macht auch Sinn.,4_9hours.mp4,169
00:14:19,l,de,Oder?,4_9hours.mp4,170
00:14:23,l,de,Wir müssen eigentlich alle mindestens,4_9hours.mp4,171
00:14:25,l,de,an zwei Wochen in dem Monat arbeiten.,4_9hours.mp4,172
00:14:27,l,de,Das ist kacke.,4_9hours.mp4,173
00:14:29,l,de,Aber verstehe ich voll.,4_9hours.mp4,174
00:14:33,l,de,"Ja, wenn man einmal mit dem Deutschland-Ticket fährt,",4_9hours.mp4,175
00:14:35,l,de,"also wenn ich einmal nach München fahre oder so,",4_9hours.mp4,176
00:14:37,l,de,"dann hab ich's eigentlich schon wieder drin, basically.",4_9hours.mp4,177
00:14:39,l,en,Is very nice.,4_9hours.mp4,178
00:14:41,l,de,"Okay, wir machen I aus.",4_9hours.mp4,179
00:14:43,l,de,Hallo?,4_9hours.mp4,180
00:14:45,l,de,Ich möchte hier raus!,4_9hours.mp4,181
00:14:49,l,de,I machen wir aus.,4_9hours.mp4,182
00:14:51,l,de,Das lassen wir.,4_9hours.mp4,183
00:14:53,l,de,"Das, das, das, ja.",4_9hours.mp4,184
00:14:57,l,de,Keyboard-Press Up macht auch keinen Sinn hier.,4_9hours.mp4,185
00:15:01,l,de,Aus.,4_9hours.mp4,186
00:15:03,l,de,Und aus.,4_9hours.mp4,187
00:15:05,l,de,"Und dann brauch ich noch,",4_9hours.mp4,188
00:15:07,l,de,dass ihr hier,4_9hours.mp4,189
00:15:09,l,de,die Items wechseln könnt.,4_9hours.mp4,190
00:15:11,l,en,Switch-Item 2.,4_9hours.mp4,191
00:15:13,l,de,Und dann haben wir's.,4_9hours.mp4,192
00:15:15,l,de,Versprochen.,4_9hours.mp4,193
00:15:23,l,de,Bus schon bodenlos teuer.,4_9hours.mp4,195
00:15:25,l,de,"Achso, in Regensburg selber.",4_9hours.mp4,196
00:15:27,l,de,"Ja, da zahlst du ja für eine Busfahrt",4_9hours.mp4,197
00:15:29,l,de,"irgendwie drei Euro, oder nicht?",4_9hours.mp4,198
00:15:37,l,de,Das kann ich nicht machen.,4_9hours.mp4,199
00:15:43,l,de,"Okay, ich glaub, wir haben alles.",4_9hours.mp4,200
00:15:45,l,de,"Ne, warte mal. Wo ist Sprinting?",4_9hours.mp4,201
00:15:49,l,en,Search Sprint.,4_9hours.mp4,202
00:15:51,l,en,Alt.,4_9hours.mp4,203
00:15:53,l,de,Haben wir auch noch rein.,4_9hours.mp4,204
00:15:55,l,de,"Boah, ich hasse das! Seid doch bitte nicht",4_9hours.mp4,205
00:15:57,l,de,so bescheuert,4_9hours.mp4,206
00:15:59,l,de,mit dem Raustabben.,4_9hours.mp4,207
00:16:07,l,de,Alt. Kann ich nicht?,4_9hours.mp4,211
00:16:09,l,de,"Okay, alt darf ich nicht. Kacki!",4_9hours.mp4,212
00:16:11,l,de,Aber es ist da.,4_9hours.mp4,213
00:16:13,l,de,Jetzt haben wir auf jeden Fall,4_9hours.mp4,214
00:16:15,l,de,sinnvolle Keys,4_9hours.mp4,215
00:16:17,l,de,für den Keyboard Press.,4_9hours.mp4,216
00:16:19,l,de,"Ich spiel natürlich mit Controller, aber",4_9hours.mp4,217
00:16:23,l,de,nicht immer.,4_9hours.mp4,218
00:16:25,l,de,Wenn ihr,4_9hours.mp4,219
00:16:27,l,de,irgendwie Input gebt.,4_9hours.mp4,220
00:16:29,l,de,Dann wird mein Game Save kurz laggen.,4_9hours.mp4,221
00:16:31,l,de,Drei Euro zwanzig?!,4_9hours.mp4,222
00:16:33,l,de,Das ist ein halber Döner!,4_9hours.mp4,223
00:16:35,l,de,Das ist schon insane.,4_9hours.mp4,224
00:16:37,l,de,Das ist literally,4_9hours.mp4,225
00:16:39,l,de,kacke.,4_9hours.mp4,226
00:16:41,l,de,"Nightreign ist richtig scheiße, was Raustabben angeht.",4_9hours.mp4,227
00:16:43,l,de,Also wirklich.,4_9hours.mp4,228
00:16:45,l,en,I fucking hate it.,4_9hours.mp4,229
00:16:47,l,de,"Guck mal, guck mal. Aber",4_9hours.mp4,230
00:16:49,l,de,wir haben jetzt endlich zwei Bosse geschafft.,4_9hours.mp4,231
00:16:51,l,de,Es hat nur viel zu lange,4_9hours.mp4,232
00:16:53,l,de,gedauert.,4_9hours.mp4,233
00:16:55,l,en,"Sorry, Pedro.",4_9hours.mp4,234
00:16:57,l,de,"Viel, viel,",4_9hours.mp4,235
00:16:59,l,de,viel zu lange. Jetzt kommt eh erstmal Werbung.,4_9hours.mp4,236
00:17:03,l,de,Und nach dem zweiten Boss,4_9hours.mp4,237
00:17:05,l,de,kriegt man ja hier den,4_9hours.mp4,238
00:17:07,l,de,"Spiegel, wo man",4_9hours.mp4,239
00:17:09,l,de,Skins haben kann.,4_9hours.mp4,240
00:17:11,l,de,Und ich möchte Skins haben.,4_9hours.mp4,241
00:17:13,l,de,Aber die sind so teuer.,4_9hours.mp4,242
00:17:15,l,de,Die sind so fucking,4_9hours.mp4,243
00:17:17,l,de,teuer.,4_9hours.mp4,244
00:17:23,l,de,Der ist einfach nur hässlich.,4_9hours.mp4,245
00:17:25,l,de,Raider ist just ugly.,4_9hours.mp4,246
00:17:27,l,en,Ugly!,4_9hours.mp4,247
00:17:29,l,en,But I love her fit.,4_9hours.mp4,248
00:17:31,l,en,This fit is great.,4_9hours.mp4,249
00:17:33,l,de,Heute wird auf Skins gespart.,4_9hours.mp4,250
00:17:35,l,de,Der fit ist auch sehr geil.,4_9hours.mp4,251
00:17:41,l,de,Der ist auch sehr geil.,4_9hours.mp4,252
00:17:47,l,de,Ich hasse,4_9hours.mp4,253
00:17:49,l,de,Birdperson.,4_9hours.mp4,254
00:17:51,l,de,"Ja, Pedro.",4_9hours.mp4,255
00:17:53,l,de,"Das geht, glaube ich,",4_9hours.mp4,256
00:17:55,l,de,"nicht so gut, weil ich die Cam dann immer richtig viel",4_9hours.mp4,257
00:17:57,l,de,rummoven muss. Weil Pedro ist so groß.,4_9hours.mp4,258
00:17:59,l,de,Er ist ja,4_9hours.mp4,259
00:18:01,l,en,life-sized.,4_9hours.mp4,260
00:18:03,c,de,Schult ist German for goat?,4_9hours.mp4,261
00:18:05,l,en,"Exactly, exactly, Gilly.",4_9hours.mp4,262
00:18:07,l,en,You're goated because of you. We actually made this.,4_9hours.mp4,263
00:18:09,l,en,We actually,4_9hours.mp4,264
00:18:11,l,en,"beat two bosses. Without you, we",4_9hours.mp4,265
00:18:13,l,en,"couldn't. Actually, without",4_9hours.mp4,266
00:18:15,l,en,"Gilly, we obviously couldn't.",4_9hours.mp4,267
00:18:17,l,en,He's always playing tank. But still.,4_9hours.mp4,268
00:18:23,l,en,All thanks to,4_9hours.mp4,269
00:18:25,l,en,Gilly.,4_9hours.mp4,270
00:18:27,l,en,"Okay, should we start",4_9hours.mp4,271
00:18:29,l,en,around in our,4_9hours.mp4,272
00:18:31,l,en,usual setup?,4_9hours.mp4,273
00:18:33,l,en,Let's just play one or two rounds,4_9hours.mp4,274
00:18:35,l,en,to get,4_9hours.mp4,275
00:18:37,l,en,started.,4_9hours.mp4,276
00:18:45,l,de,Der fucking Controller. Ich muss so oft,4_9hours.mp4,277
00:18:47,l,de,"hier diese Taste drücken, um zu",4_9hours.mp4,278
00:18:49,l,de,schießen. Und es fühlt sich,4_9hours.mp4,279
00:18:51,l,de,"legit an, als wäre der jetzt",4_9hours.mp4,280
00:18:53,l,de,am abkacken.,4_9hours.mp4,281
00:19:01,l,de,"Links fühlt sich sehr viel besser an,",4_9hours.mp4,282
00:19:03,l,de,als rechts.,4_9hours.mp4,283
00:19:05,l,en,And that's not good.,4_9hours.mp4,284
00:19:07,l,en,It's not even my Controller.,4_9hours.mp4,285
00:19:13,l,de,Vielleicht muss der geschmiert werden,4_9hours.mp4,286
00:19:15,l,de,oder so. I don't know.,4_9hours.mp4,287
00:19:17,l,de,"Der kackt nicht ab, trust.",4_9hours.mp4,288
00:19:19,l,en,We shall see.,4_9hours.mp4,289
00:19:21,l,en,"We shall see, wie viel ich hier",4_9hours.mp4,290
00:19:23,l,de,aggressiv noch rumdrücken muss.,4_9hours.mp4,291
00:19:25,l,en,"Okay. Gilly,",4_9hours.mp4,292
00:19:27,l,en,are you in for a round?,4_9hours.mp4,293
00:19:29,l,en,Are you down?,4_9hours.mp4,294
00:19:33,l,en,Or do we have to play a duo run?,4_9hours.mp4,295
00:19:35,l,en,Or with a random?,4_9hours.mp4,296
00:19:37,l,en,Please say no.,4_9hours.mp4,297
00:19:39,l,en,"Please say yes,",4_9hours.mp4,298
00:19:41,l,en,but no to randoms.,4_9hours.mp4,299
00:19:45,l,en,Okay. Get into the Discord,4_9hours.mp4,300
00:19:47,l,en,then.,4_9hours.mp4,301
00:19:49,l,en,Come on.,4_9hours.mp4,302
00:19:51,l,en,Come on!,4_9hours.mp4,303
00:19:53,l,en,Hello.,4_9hours.mp4,304
00:19:59,l,en,Tom?,4_9hours.mp4,305
00:20:00,o,en,Yes.,4_9hours.mp4,306
00:20:05,o,en,Am I audible?,4_9hours.mp4,307
00:20:18,o,en,Disgusting.,4_9hours.mp4,308
00:20:30,l,en,Let me check my runes really quick.,4_9hours.mp4,309
00:21:00,l,en,Hmm.,4_9hours.mp4,310
00:21:02,l,en,Hmm.,4_9hours.mp4,311
00:21:03,o,en,Hmm.,4_9hours.mp4,312
00:21:04,o,en,Hmm.,4_9hours.mp4,313
00:21:05,o,en,Hmm.,4_9hours.mp4,314
00:21:06,o,en,Hmm.,4_9hours.mp4,315
00:21:07,l,en,I want that.,4_9hours.mp4,316
00:21:09,l,en,"Actually, no.",4_9hours.mp4,317
00:21:10,l,en,They all suck.,4_9hours.mp4,318
00:21:12,o,en,Hmm.,4_9hours.mp4,319
00:21:13,o,en,Hmm.,4_9hours.mp4,320
00:21:14,o,en,Hmm.,4_9hours.mp4,321
00:21:15,o,en,"The yellow one, okay.",4_9hours.mp4,322
00:21:21,o,en,Purple?,4_9hours.mp4,323
00:21:23,l,en,Yes.,4_9hours.mp4,324
00:21:26,o,en,Yes.,4_9hours.mp4,325
00:21:30,o,en,Yes.,4_9hours.mp4,326
00:21:40,l,en,What greens do I have?,4_9hours.mp4,327
00:21:45,l,en,A blood blade.,4_9hours.mp4,328
00:21:46,l,en,I need that for my executor.,4_9hours.mp4,329
00:21:47,l,en,That's very nice.,4_9hours.mp4,330
00:22:00,l,en,"Oh, yeah.",4_9hours.mp4,331
00:22:03,o,en,"Oh, yeah.",4_9hours.mp4,332
00:22:05,l,en,"Oh, yeah.",4_9hours.mp4,333
00:22:17,o,en,"Yeah, I can't join.",4_9hours.mp4,334
00:22:21,o,en,It says no.,4_9hours.mp4,335
00:22:24,o,en,I can.,4_9hours.mp4,336
00:22:30,l,en,It says no.,4_9hours.mp4,337
00:23:00,l,en,What guides are you talking about?,4_9hours.mp4,338
00:23:02,o,en,I sent you a guide.,4_9hours.mp4,339
00:23:04,l,en,On day one and day two?,4_9hours.mp4,340
00:23:06,o,en,On Instaslam about routing.,4_9hours.mp4,341
00:23:08,l,en,Yeah.,4_9hours.mp4,342
00:23:10,l,en,We looked at it together.,4_9hours.mp4,343
00:23:12,l,en,Or am I poopy?,4_9hours.mp4,344
00:23:16,o,en,No.,4_9hours.mp4,345
00:23:17,l,en,I read day one and two.,4_9hours.mp4,346
00:23:21,l,en,Level as much as we can.,4_9hours.mp4,347
00:23:23,l,en,Go to the castle in the middle.,4_9hours.mp4,348
00:23:25,l,en,Kill all the knights.,4_9hours.mp4,349
00:23:27,o,en,"Well, then you did read it.",4_9hours.mp4,350
00:23:29,l,en,"Yeah, you sent me like five million fucking guides.",4_9hours.mp4,351
00:23:33,l,en,I don't know which one you're talking about.,4_9hours.mp4,352
00:23:35,l,en,If you just said guide.,4_9hours.mp4,353
00:23:37,o,en,"I said, did you watch?",4_9hours.mp4,354
00:23:39,o,en,Did you read the guides I sent you?,4_9hours.mp4,355
00:23:43,o,en,"Yeah, there's so many.",4_9hours.mp4,356
00:23:46,o,en,Yeah.,4_9hours.mp4,357
00:23:47,o,en,Multiple.,4_9hours.mp4,358
00:23:49,o,en,"Easy question to answer, though.",4_9hours.mp4,359
00:23:51,l,en,Ready?,4_9hours.mp4,360
00:23:53,o,en,I'm ready.,4_9hours.mp4,361
00:23:54,o,en,Spaghetti.,4_9hours.mp4,362
00:23:56,l,en,"Ready, spaghetti?",4_9hours.mp4,363
00:23:57,l,en,I wanna do the...,4_9hours.mp4,364
00:23:59,l,en,I wanna do the Augur.,4_9hours.mp4,365
00:24:01,l,en,With the lightning.,4_9hours.mp4,366
00:24:05,o,en,I saw a thing and it's...,4_9hours.mp4,367
00:24:07,o,en,I think we're all meant to go Iron Eye then.,4_9hours.mp4,368
00:24:09,o,en,If we fight him.,4_9hours.mp4,369
00:24:11,l,en,No.,4_9hours.mp4,370
00:24:13,o,en,Yeah.,4_9hours.mp4,371
00:24:14,l,en,But you should bring a bow.,4_9hours.mp4,372
00:24:17,o,en,A bow?,4_9hours.mp4,373
00:24:18,l,en,"Yeah, Goomba.",4_9hours.mp4,374
00:24:19,l,en,You need a great bow.,4_9hours.mp4,375
00:24:21,o,en,Yes.,4_9hours.mp4,376
00:24:22,o,en,I need spells.,4_9hours.mp4,377
00:24:23,o,en,Goomba.,4_9hours.mp4,378
00:24:24,l,en,And then we're fine.,4_9hours.mp4,379
00:24:26,l,en,"Goomba, my lord.",4_9hours.mp4,380
00:24:32,l,en,We are all children of Jesus.,4_9hours.mp4,381
00:24:34,l,en,I already...,4_9hours.mp4,382
00:24:35,l,en,Okay.,4_9hours.mp4,383
00:24:36,l,en,Matchmaking complete.,4_9hours.mp4,384
00:24:38,l,en,Yeah.,4_9hours.mp4,385
00:24:43,l,en,Let's get fucked.,4_9hours.mp4,386
00:24:46,l,en,I'm not locked in.,4_9hours.mp4,387
00:24:49,l,en,I've never been locked in.,4_9hours.mp4,388
00:24:51,l,en,"Hi, Sandim.",4_9hours.mp4,389
00:24:53,l,en,Now he should play along.,4_9hours.mp4,390
00:24:59,l,en,We just got into the first round.,4_9hours.mp4,391
00:25:24,o,en,Every day I don't throw up from nicotine poisoning.,4_9hours.mp4,393
00:25:26,o,en,That's a bad day.,4_9hours.mp4,394
00:25:27,o,en,It's a bad day.,4_9hours.mp4,395
00:25:28,o,en,A day wasted.,4_9hours.mp4,396
00:25:29,o,en,"Yeah, a day wasted.",4_9hours.mp4,397
00:25:31,o,en,You could have lived.,4_9hours.mp4,398
00:25:33,o,en,"You could have lived, but you chose to sleep.",4_9hours.mp4,399
00:25:41,o,en,To sleep?,4_9hours.mp4,400
00:25:48,l,en,Okay.,4_9hours.mp4,401
00:25:53,o,en,Get the churches.,4_9hours.mp4,402
00:25:55,o,en,Let's try this one first.,4_9hours.mp4,403
00:25:57,o,en,And then go churches.,4_9hours.mp4,404
00:25:58,l,en,And go church.,4_9hours.mp4,405
00:25:59,l,en,"Don't go into any mines, because they are fucking useless anyways.",4_9hours.mp4,406
00:26:03,o,en,They're not useless.,4_9hours.mp4,407
00:26:04,o,en,What are you talking about?,4_9hours.mp4,408
00:26:06,l,en,What in the guide you sent me?,4_9hours.mp4,409
00:26:08,l,en,It says it's fucking useless to go in there.,4_9hours.mp4,410
00:26:10,l,en,Because you usually get a legendary weapon when you do the boss in the castle anyways.,4_9hours.mp4,411
00:26:17,o,en,Depends on what weapon you get.,4_9hours.mp4,412
00:26:19,o,en,"If you have a good starting weapon, you want to upgrade and go into it.",4_9hours.mp4,413
00:26:22,l,en,No.,4_9hours.mp4,414
00:26:25,l,en,Okay.,4_9hours.mp4,415
00:26:26,l,en,Blue ping.,4_9hours.mp4,416
00:26:28,o,en,"I'm intelligence, not faith.",4_9hours.mp4,417
00:26:32,o,en,I have no faith.,4_9hours.mp4,418
00:26:36,l,en,"Oh no, green ping.",4_9hours.mp4,419
00:26:37,l,en,I'm blue.,4_9hours.mp4,420
00:26:39,o,en,I have faith in humanity.,4_9hours.mp4,421
00:26:41,l,en,"Ah, that's...",4_9hours.mp4,422
00:26:50,o,en,"Oh, boss.",4_9hours.mp4,423
00:26:55,l,en,"Ah, that's not Gilly.",4_9hours.mp4,424
00:26:56,l,en,What the fuck is wrong with me?,4_9hours.mp4,425
00:26:59,o,en,I'm coming.,4_9hours.mp4,426
00:27:01,l,en,"Yeah, me too.",4_9hours.mp4,427
00:27:02,l,en,I thought you were next to me.,4_9hours.mp4,428
00:27:07,l,en,But you never were.,4_9hours.mp4,429
