timestamp,speaker,language,text,source,line
00:00:00,l,en,This picture is so crusty.,artstream,27.0
00:00:00,l,en,He has baby hands.,artstream,28.0
00:00:00,l,en,And a huge skull.,artstream,29.0
00:00:00,l,en,This thing is really wider than his body.,artstream,30.0
00:00:00,l,en,"Okay, we are going to make it rough and then we are going to make it better without any eraser.",artstream,31.0
00:00:00,l,en,I misjudged my skills.,artstream,32.0
00:00:00,l,en,"I thought that because I played so much Gothic phone with my colleagues during work time, I am definitely really good now.",artstream,33.0
00:00:00,l,en,I was wrong.,artstream,34.0
00:00:00,l,en,I have to speedrun a little bit.,artstream,35.0
00:00:00,l,en,But it's just a sketch.,artstream,36.0
00:00:00,l,en,And now I have to make his eyes.,artstream,37.0
00:00:00,l,en,"Okay, here the eyes lids open",artstream,38.0
00:00:00,l,en,But the eye itself is here.,artstream,39.0
00:00:00,l,en,Oh my god.,artstream,40.0
00:00:00,l,en,The proportions are so bad.,artstream,41.0
00:00:00,l,en,"Hello, hi Polar.",artstream,42.0
00:00:00,l,en,Welcome to my art stream.,artstream,43.0
00:00:00,l,en,So here is the nose.,artstream,44.0
00:00:00,l,en,"Well, it's just going to be hyperrealism, kids.",artstream,45.0
00:00:00,l,en,I already announced that this is going to be extremely disappointing.,artstream,46.0
00:00:00,l,en,And I think that Sisi doesn't want to have this picture.,artstream,47.0
00:00:00,l,en,Honestly.,artstream,48.0
00:00:00,l,en,Oh no.,artstream,49.0
00:00:00,l,en,He looks a little depressed.,artstream,50.0
00:00:00,l,en,But that's okay.,artstream,51.0
00:00:00,l,en,"Why does he have such a crazy eye shadow, bro?",artstream,52.0
00:00:00,c,en,"Finally stream, yippie.",artstream,53.0
00:00:00,l,en,Yes.,artstream,54.0
00:00:00,l,en,And it's going to be terrible.,artstream,55.0
00:00:00,l,en,It's going to be a terrible bubble.,artstream,56.0
00:00:00,l,en,Honestly.,artstream,57.0
00:00:00,l,en,"Okay, that's his chin.",artstream,58.0
00:00:00,l,en,And here is the mouth.,artstream,59.0
00:00:00,l,en,Oh god.,artstream,60.0
00:00:00,l,en,Oh god.,artstream,61.0
00:00:00,l,en,Oh god.,artstream,62.0
00:00:00,l,en,"Wait, it's starting to look like bubbles.",artstream,63.0
00:00:00,l,en,"It's not that bad, okay?",artstream,64.0
00:00:00,l,en,Okay?,artstream,65.0
00:00:00,c,en,I heard it loudly and didn't buy a seat.,artstream,66.0
00:00:00,l,en,Shit.,artstream,67.0
00:00:00,c,en,And now there are no more seats.,artstream,68.0
00:00:00,l,en,Oh no.,artstream,69.0
00:00:00,l,en,I thought you were going to book for both.,artstream,70.0
00:00:00,l,en,Oh my god.,artstream,71.0
00:00:00,l,en,I know you can't see it yet.,artstream,72.0
00:00:00,l,en,But I see it.,artstream,73.0
00:00:00,l,en,I see bubbles coming here.,artstream,74.0
00:00:00,l,en,We just have to fix a little bit here.,artstream,75.0
00:00:00,l,en,We just have to fix a little bit.,artstream,76.0
00:00:00,l,en,But I see bubbles.,artstream,77.0
00:00:00,l,en,"But he doesn't look high enough, does he?",artstream,78.0
00:00:00,l,en,Does he have ears?,artstream,79.0
00:00:00,c,en,And now the train has a high load and you can't book.,artstream,80.0
00:00:00,l,en,Shit.,artstream,81.0
00:00:00,c,en,I'll beat someone up in the train if I have to stand there for 6 hours.,artstream,82.0
00:00:00,l,en,Yes.,artstream,83.0
00:00:00,l,en,"It's going to be shit, I tell you.",artstream,84.0
00:00:00,l,en,"I mean, if there is a high load, is it expected that people have to stand there?",artstream,85.0
00:00:00,l,en,Or is it actually the case that extra seats are expected?,artstream,86.0
00:00:00,l,en,I don't know.,artstream,87.0
00:00:00,l,en,It's an honest question.,artstream,88.0
00:00:00,l,en,I don't think the eye should be that wide open.,artstream,89.0
00:00:00,l,en,The mouth is crooked.,artstream,90.0
00:00:00,l,en,I have to turn the mouth like that.,artstream,91.0
00:00:00,l,en,I have to turn the mouth like that.,artstream,92.0
00:00:00,l,en,If I just pay the digital bill now.,artstream,93.0
00:00:00,l,en,Why didn't anyone tell me that I should do that?,artstream,94.0
00:00:00,l,en,Children.,artstream,95.0
00:00:00,l,en,Why didn't anyone tell me that?,artstream,96.0
00:00:00,l,en,Max didn't even come up with it.,artstream,97.0
00:00:00,l,en,How do I do this without fucking erasers?,artstream,98.0
00:00:00,l,en,Why don't I have eraser ?,artstream,99.0
00:00:00,c,en,"Yes, financial advice.",artstream,100.0
00:00:00,l,en,"Yes, yes, yes.",artstream,101.0
00:00:00,l,en,What Bush says.,artstream,102.0
00:00:00,l,en,I have to actually see that I have a point here.,artstream,103.0
00:00:00,l,en,And here a point.,artstream,104.0
00:00:00,l,en,And here a point.,artstream,105.0
00:00:00,l,en,And here we have another point.,artstream,106.0
00:00:00,l,en,"And a lot of lashes, but we'll do them later.",artstream,107.0
00:00:00,l,en,They are also white.,artstream,108.0
00:00:00,l,en,His fingers have weird tips.,artstream,109.0
00:00:00,l,en,His head is fucking fat.,artstream,110.0
00:00:00,l,en,And I think he has a ear.,artstream,111.0
00:00:00,l,en,I think he has mini ears.,artstream,112.0
00:00:00,l,en,So I will give him a tiny ear.,artstream,113.0
00:00:00,l,en,"If you have so many points left, go for it Max.",artstream,114.0
00:00:00,l,en,I don't think you'll regret that either.,artstream,115.0
00:00:00,l,en,This is my mix of the week.,artstream,116.0
00:00:00,l,en,"If you want to judge my taste for music, please do it som other time.",artstream,117.0
00:00:00,l,en,Because this is not it.,artstream,118.0
00:00:00,l,en,I see that there are still a lot of hardeeboos who are at least hypercats.,artstream,119.0
00:00:00,l,en,Let's see.,artstream,120.0
00:00:00,l,en,I don't think it's that bad with hardeeboos.,artstream,121.0
00:00:00,l,en,I'm going to do a chupa chups.,artstream,122.0
00:00:00,l,en,I'm going to put on some raspberry cream.,artstream,123.0
00:00:00,l,en,Really cool.,artstream,124.0
00:00:00,l,en,I'm really looking forward to it.,artstream,125.0
00:00:00,l,en,I'm thinking about it right now.,artstream,126.0
00:00:00,l,en,It's the mango that's on offer.,artstream,127.0
00:00:00,l,en,And I'm actually pretty excited about it.,artstream,128.0
00:00:00,l,en,But well.,artstream,129.0
00:00:00,l,en,So now watch out.,artstream,130.0
00:00:00,l,en,I have to see.,artstream,131.0
00:00:00,l,en,I'll take this color.,artstream,132.0
00:00:00,l,en,And that's a good idea.,artstream,133.0
00:00:00,l,en,Maybe this color.,artstream,134.0
00:00:00,l,en,I can't do shading kids.,artstream,135.0
00:00:00,l,en,They're good.,artstream,136.0
00:00:00,l,en,I think raspberry cream is really nice.,artstream,137.0
00:00:00,c,en,How are you?,artstream,138.0
00:00:00,l,en,Blood pressure is lala.,artstream,139.0
00:00:00,l,en,But it's okay.,artstream,140.0
00:00:00,l,en,I lived.,artstream,141.0
00:00:00,l,en,I'm going to sleep.,artstream,142.0
00:00:00,l,en,"Otherwise, yes.",artstream,143.0
00:00:00,l,en,I can't complain now.,artstream,144.0
00:00:00,l,en,I have a vacation next week.,artstream,145.0
00:00:00,l,en,So I have a vacation from now on.,artstream,146.0
00:00:00,l,en,"Basically, which is nice.",artstream,147.0
00:00:00,l,en,I need red for my mouth.,artstream,148.0
00:00:00,l,en,Maybe this one.,artstream,149.0
00:00:00,l,en,I'm really excited because I'm on vacation now.,artstream,150.0
00:00:00,l,en,The weekend is the summer party.,artstream,151.0
00:00:00,l,en,It stresses me a bit because it's a lot.,artstream,152.0
00:00:00,c,en,When channel points for iron pill.,artstream,153.0
00:00:00,l,en,You can actually have an iron overdose.,artstream,154.0
00:00:00,l,en,Which can end pretty bad.,artstream,155.0
00:00:00,l,en,"No, no channel points for iron pill.",artstream,156.0
00:00:00,l,en,We don't do that.,artstream,157.0
00:00:00,l,en,"Yes, I wasn't that active in the WhatsApp group.",artstream,158.0
00:00:00,l,en,I always try to read it.,artstream,159.0
00:00:00,l,en,But if it's too much,artstream,160.0
00:00:00,l,en,I'm not going to read it.,artstream,161.0
00:00:00,l,en,I always try to read it.,artstream,165.0
00:00:00,l,en,"But if it's too much, I'll also read it.",artstream,166.0
00:00:00,l,en,So busy.,artstream,167.0
00:00:00,l,en,Do I start?,artstream,168.0
00:00:00,l,en,"No, I start with the base color.",artstream,169.0
00:00:00,l,en,And the shading.,artstream,170.0
00:00:00,l,en,And then I do the black at the end.,artstream,171.0
00:00:00,l,en,And I'm annoyed that I did it like that.,artstream,172.0
00:00:00,l,en,As always.,artstream,173.0
00:00:00,c,en,One million channel points for one pill.,artstream,174.0
00:00:00,l,en,"Yes, okay.",artstream,175.0
00:00:00,l,en,"Yes, exactly.",artstream,176.0
00:00:00,l,en,So I have that more often.,artstream,177.0
00:00:00,l,en,I have that more often too.,artstream,178.0
00:00:00,l,en,That there are a lot of messages in there.,artstream,179.0
00:00:00,l,en,Sometimes we just have 300 messages in there.,artstream,180.0
00:00:00,l,en,"Oh no, I already have color on my fingers.",artstream,181.0
00:00:00,l,en,Son of a bitch.,artstream,182.0
00:00:00,l,en,I'm not reading this.,artstream,183.0
00:00:00,l,en,I can't.,artstream,184.0
00:00:00,l,en,I can't.,artstream,185.0
00:00:00,l,en,Is that already open?,artstream,186.0
00:00:00,l,en,Of course not.,artstream,187.0
00:00:00,l,en,Do I have to open all of them now?,artstream,188.0
00:00:00,l,en,Hello.,artstream,189.0
00:00:00,l,de,"Na, Sisi.",artstream,190.0
00:00:00,l,en,It's not going to be good.,artstream,191.0
00:00:00,l,en,I know you want the final product.,artstream,192.0
00:00:00,l,en,But the final product is not going to be good.,artstream,193.0
00:00:00,l,en,But nice that you're here.,artstream,194.0
00:00:00,l,en,"Hello, welcome to my hand stream.",artstream,195.0
00:00:00,l,en,I actually want to do a round here.,artstream,196.0
00:00:00,l,en,Oh my god.,artstream,197.0
00:00:00,l,en,Oh my god.,artstream,198.0
00:00:00,l,en,"Niklas, now even Bimo got scared.",artstream,199.0
00:00:00,l,en,Hello.,artstream,200.0
00:00:00,l,en,"Hello Niklas, thank you for 19 months of sub.",artstream,201.0
00:00:00,l,en,"The question is now, can you see it?",artstream,202.0
00:00:00,l,en,"Yes, you can see the pencil through.",artstream,203.0
00:00:00,l,en,That's good.,artstream,204.0
00:00:00,l,en,That's all I want.,artstream,205.0
00:00:00,l,en,That was the goal.,artstream,206.0
00:00:00,l,en,Boy.,artstream,207.0
00:00:00,l,en,Oh Niklas.,artstream,208.0
00:00:00,l,en,That's now painting.,artstream,209.0
00:00:00,l,en,"But with, um...",artstream,210.0
00:00:00,l,en,I'm going to fuck you off with how I paint things.,artstream,211.0
00:00:00,l,en,Because I'm not doing it perfectly now.,artstream,212.0
00:00:00,l,en,The question is...,artstream,213.0
00:00:00,l,en,Am I speeding too much?,artstream,214.0
00:00:00,c,en,How are you?,artstream,215.0
00:00:00,l,en,I have a little headache.,artstream,216.0
00:00:00,l,en,But I think that will go away now.,artstream,217.0
00:00:00,l,en,Because I drank Red Bull.,artstream,218.0
00:00:00,l,en,And generally now drink more.,artstream,219.0
00:00:00,l,en,That's just because I drank too little.,artstream,220.0
00:00:00,l,en,All day.,artstream,221.0
00:00:00,l,en,Otherwise pretty good.,artstream,222.0
00:00:00,l,en,I have a holiday from now until the end of next week.,artstream,223.0
00:00:00,l,en,And I'm going to go to the gym.,artstream,224.0
00:00:00,l,en,Maybe there are some co-working streams.,artstream,225.0
00:00:00,l,en,Maybe there are some co-working sessions in the Discord.,artstream,226.0
00:00:00,l,en,I just fucked off a little bit again.,artstream,227.0
00:00:00,l,en,Because next month shit gets more expensive.,artstream,228.0
00:00:00,l,en,"Or not next month, actually this month.",artstream,229.0
00:00:00,l,en,But I'm pushing everything to next month.,artstream,230.0
00:00:00,l,en,I just have to pay back taxes from Twitch.,artstream,231.0
00:00:00,l,en,Then I throw the party.,artstream,232.0
00:00:00,l,en,Because this month I have insurance for my car.,artstream,239.0
00:00:00,l,en,And we want the flights to Japan too.,artstream,240.0
00:00:00,l,en,"And we want the flights to Japan, so we take a flight to Japan.",artstream,241.0
00:00:00,l,en,I think I'm simply doing a random Japan stream in Japan.,artstream,242.0
00:00:00,l,en,Imagine.,artstream,243.0
00:00:00,l,en,We go for a walk together.,artstream,244.0
00:00:00,l,en,A really shitty time for you.,artstream,245.0
00:00:00,l,en,Not my problem.,artstream,246.0
00:00:00,l,en,How do I do this?,artstream,247.0
00:00:00,l,en,How do I do this?,artstream,248.0
00:00:00,l,en,Look at me.,artstream,249.0
00:00:00,l,en,What am I doing?,artstream,250.0
00:00:00,l,en,Why am I doing this?,artstream,251.0
00:00:00,l,en,"Well, whatever.",artstream,252.0
00:00:00,l,en,The will counts.,artstream,253.0
00:00:00,l,en,I need a thinner pimple.,artstream,254.0
00:00:00,l,en,I'm going to buy a new one.,artstream,255.0
00:00:00,c,en,A video where I walk through Tokyo for hours.,artstream,256.0
00:00:00,l,en,Sure.,artstream,257.0
00:00:00,l,en,I'm buying a new one so I don't have to hold the camera.,artstream,258.0
00:00:00,l,en,Then easy.,artstream,259.0
00:00:00,l,en,Easy.,artstream,260.0
00:00:00,l,en,"Easy, easy, easy, easy.",artstream,261.0
00:00:00,l,en,"Oh, fuck it.",artstream,262.0
00:00:00,l,en,I fucked it.,artstream,263.0
00:00:00,l,en,I can fix it with white.,artstream,264.0
00:00:00,l,en,It's all good.,artstream,265.0
00:00:00,l,en,"Oh, no.",artstream,266.0
00:00:00,l,en,Yes.,artstream,267.0
00:00:00,l,en,My mom likes to watch this.,artstream,268.0
00:00:00,l,en,Walking things.,artstream,269.0
00:00:00,l,en,I think it's nice too.,artstream,270.0
00:00:00,l,en,It's relaxing.,artstream,271.0
00:00:00,l,de,Entspannung,artstream,273.0
00:00:00,c,en,What color is it?,artstream,274.0
00:00:00,l,en,He has white eyeshadow.,artstream,275.0
00:00:00,l,en,Basically.,artstream,276.0
00:00:00,l,en,"But I have to say, it's therapeutic.",artstream,277.0
00:00:00,l,en,Just to paint.,artstream,278.0
00:00:00,l,en,It's fun.,artstream,279.0
00:00:00,l,en,Even if it's not good.,artstream,280.0
00:00:00,l,en,It's fun.,artstream,281.0
00:00:00,l,en,"Thank you, Niklas, for the subgoal.",artstream,282.0
00:00:00,l,en,Thank you for the subbies.,artstream,283.0
00:00:00,l,en,It's a good issue.,artstream,284.0
00:00:00,l,en,And today I'm...,artstream,285.0
00:00:00,l,en,Yesterday I was pretty fucked.,artstream,286.0
00:00:00,l,en,I'm honest.,artstream,287.0
00:00:00,l,en,Today I'm pretty fit.,artstream,288.0
00:00:00,l,en,That's why I wanted to start earlier today.,artstream,289.0
00:00:00,l,en,I hope it wasn't offensive.,artstream,290.0
00:00:00,l,en,"And Bush, are you leaving at 8?",artstream,291.0
00:00:00,l,en,How late is it?,artstream,292.0
00:00:00,l,en,"Oh, 19.30.",artstream,293.0
00:00:00,l,en,"Yes, that's a bit untypical for me.",artstream,294.0
00:00:00,l,en,That's true.,artstream,295.0
00:00:00,l,en,I'm not too late.,artstream,296.0
00:00:00,l,en,If you haven't noticed.,artstream,297.0
00:00:00,l,en,"Oh man, I really don't have a system.",artstream,298.0
00:00:00,l,en,I would understand.,artstream,299.0
00:00:00,l,en,I'm doing the foundation now.,artstream,300.0
00:00:00,l,en,What do I do as background color?,artstream,301.0
00:00:00,l,en,As...,artstream,302.0
00:00:00,c,de,Smash Abend?,artstream,303.0
00:00:00,c,en,Dino Master on Tuesday.,artstream,304.0
00:00:00,l,en,"Oh, right.",artstream,305.0
00:00:00,l,en,Perfect co-working stream for me.,artstream,306.0
00:00:00,l,en,Let's go.,artstream,307.0
00:00:00,l,en,"Have fun with Grounded 2, Niklas.",artstream,308.0
00:00:00,l,en,I guess you're a bit lurky and don't hear me.,artstream,309.0
00:00:00,l,en,But still.,artstream,310.0
00:00:00,l,en,Thanks for the lurk.,artstream,311.0
00:00:00,l,en,Nice that you're all here.,artstream,312.0
00:00:00,l,en,Thomas and Sue.,artstream,313.0
00:00:00,l,en,Why are you streaming on Thursday night?,artstream,314.0
00:00:00,l,en,It's really late.,artstream,315.0
00:00:00,l,en,I think it's Thursday night.,artstream,316.0
00:00:00,l,en,That was the time for shit.,artstream,317.0
00:00:00,l,en,"Yes, right.",artstream,318.0
00:00:00,l,en,I hoped there wouldn't be so many to judge my art skills.,artstream,319.0
00:00:00,l,en,My non-existent art skills.,artstream,320.0
00:00:00,c,en,I forgot to make sure.,artstream,321.0
00:00:00,l,en,What?,artstream,322.0
00:00:00,l,en,What for?,artstream,323.0
00:00:00,l,en,What for?,artstream,324.0
00:00:00,l,en,Before what?,artstream,325.0
00:00:00,l,en,Just health insurance?,artstream,326.0
00:00:00,l,en,"Yeah, happens.",artstream,327.0
00:00:00,l,en,But I think it's okay.,artstream,328.0
00:00:00,l,en,They'll see that you've registered yourself and they'll be pretty nice.,artstream,329.0
00:00:00,c,en,"I'm lurky, but listen up.",artstream,330.0
00:00:00,l,en,Let's go.,artstream,331.0
00:00:00,l,en,I think Bibels has ears.,artstream,332.0
00:00:00,l,en,"Wait, I have another picture of him.",artstream,333.0
00:00:00,l,en,"Yes, Bibels has ears.",artstream,334.0
00:00:00,l,en,But Bibels has other ears!,artstream,335.0
00:00:00,l,en,"Whatever, I gave him one.",artstream,336.0
00:00:00,l,en,Well.,artstream,337.0
00:00:00,l,en,"I'm ear-racist, apparently.",artstream,338.0
00:00:00,l,en,"I can fix that, too.",artstream,339.0
00:00:00,l,en,He has ears like this.,artstream,340.0
00:00:00,l,en,I'm not sure.,artstream,341.0
00:00:00,l,en,I'm not sure.,artstream,342.0
00:00:00,l,en,I'm not sure.,artstream,343.0
00:00:00,l,en,I have ears like this.,artstream,344.0
00:00:00,l,en,So.,artstream,345.0
00:00:00,l,en,Bibels is my spirit animal.,artstream,346.0
00:00:00,l,en,I'm basically painting a portrait of Sisi.,artstream,347.0
00:00:00,l,en,But I'm sorry.,artstream,348.0
00:00:00,l,en,I'm not going to be fair to you.,artstream,349.0
00:00:00,l,en,I wish I could.,artstream,350.0
00:00:00,l,en,I would love to draw oil paintings like that.,artstream,351.0
00:00:00,l,en,Flirty Bibels will be channeled.,artstream,352.0
00:00:00,l,en,"Yes, Sisi.",artstream,353.0
00:00:00,l,en,Where is the Flirty Bibels?,artstream,354.0
00:00:00,l,en,Here.,artstream,355.0
00:00:00,l,en,I'm sorry I can't get to the chat.,artstream,356.0
00:00:00,l,en,"I'm always on the canvas, obviously.",artstream,357.0
00:00:00,l,en,Sometimes I skip a few things.,artstream,358.0
00:00:00,l,en,I hope you can forgive me.,artstream,359.0
00:00:00,l,en,"Okay, first layer of paint.",artstream,360.0
00:00:00,l,en,Foundation.,artstream,361.0
00:00:00,l,en,Then.,artstream,362.0
00:00:00,l,en,Okay.,artstream,363.0
00:00:00,l,en,Then I want here.,artstream,364.0
00:00:00,l,en,I need a little bit of shading here.,artstream,365.0
00:00:00,l,en,Shading.,artstream,366.0
00:00:00,l,en,So.,artstream,367.0
00:00:00,l,en,You can't really blend with acrylic paints.,artstream,368.0
00:00:00,c,en,I think drunk Sisi will not have her come back.,artstream,369.0
00:00:00,l,en,Fuck!,artstream,370.0
00:00:00,l,de,"Nee, das ist okay.",artstream,371.0
00:00:00,l,en,And then at some point really burned.,artstream,372.0
00:00:00,l,en,And that's why we have a lot of boxes of beers for free.,artstream,373.0
00:00:00,l,en,Because they thanked us for that.,artstream,374.0
00:00:00,l,en,That's all for the summer party.,artstream,375.0
00:00:00,l,en,...,artstream,376.0
00:00:00,l,en,...,artstream,377.0
00:00:00,l,de,Dein Papa hat den Jungen gepaid.,artstream,378.0
00:00:00,l,de,"Ja, ja, ja.",artstream,379.0
00:00:00,l,de,"Nee, es war richtig crazy.",artstream,380.0
00:00:00,l,de,Es war einfach sogar die Kripo da.,artstream,381.0
00:00:00,l,de,Sauviele.,artstream,382.0
00:00:00,l,de,Also Polizei war da.,artstream,383.0
00:00:00,l,de,Feuerwehr.,artstream,384.0
00:00:00,l,de,Kripo.,artstream,385.0
00:00:00,l,de,"Und das Ding war auch, das hat gebrannt.",artstream,386.0
00:00:00,l,de,Und irgendwie ein paar Meter neben diesem scheiß Brand war einfach ein Gaskanister und so.,artstream,387.0
00:00:00,l,de,Also richtig crazy eigentlich.,artstream,388.0
00:00:00,l,de,"Richtig crazy, dass das meinem Dad halt früh genug aufgefallen ist.",artstream,389.0
00:00:00,l,de,"Ich habe das Gefühl, das ist nicht die richtige Farbe.",artstream,390.0
00:00:00,l,de,Das ist zu grün.,artstream,391.0
00:00:00,l,en,what I'm doing here by the way.,artstream,402.0
00:00:00,l,en,I'm just vibing.,artstream,403.0
00:00:00,l,en,That was too much blue.,artstream,404.0
00:00:00,l,en,I want to have this white blue.,artstream,405.0
00:00:00,l,en,Very very bright very very bright light blue.,artstream,406.0
00:00:00,l,en,Let's see what comes out of this color.,artstream,407.0
00:00:00,c,en,There are three desperadoes of years old parties lying around here.,artstream,408.0
00:00:00,l,en,"Yes, then drink it.",artstream,409.0
00:00:00,l,en,Go for it.,artstream,410.0
00:00:00,l,en,I have so much Bulmers cider here now for the summer party.,artstream,411.0
00:00:00,l,en,A little bit of Sekt.,artstream,413.0
00:00:00,l,en,I think that's more the color of Bibles now.,artstream,414.0
00:00:00,l,en,You know what I'm saying?,artstream,415.0
00:00:00,l,en,"Come on, I'll try it now.",artstream,416.0
00:00:00,l,en,Now it's not that bad with this foundation and stuff.,artstream,417.0
00:00:00,l,en,But I don't know either.,artstream,418.0
00:00:00,l,en,I don't know either.,artstream,419.0
00:00:00,l,en,What's wrong with my mixer?,artstream,420.0
00:00:00,l,en,It's so epic.,artstream,421.0
00:00:00,l,en,Synthwave sometimes.,artstream,422.0
00:00:00,l,en,"Yes, hello.",artstream,423.0
00:00:00,l,en,Hello.,artstream,424.0
00:00:00,c,en,I don't know if they still taste good or how the desperado tastes.,artstream,425.0
00:00:00,l,en,"Yes, try it.",artstream,426.0
00:00:00,l,en,My first time drunk was because of the desperado that my brother gave me.,artstream,427.0
00:00:00,l,en,Fun fact.,artstream,428.0
00:00:00,l,en,"And man, I was gone.",artstream,429.0
00:00:00,l,en,"Well, Lauri, we'll see each other tomorrow.",artstream,430.0
00:00:00,l,en,"Or the day after tomorrow, at the latest.",artstream,431.0
00:00:00,l,en,Really crazy.,artstream,432.0
00:00:00,l,en,"I'm so fucking, I think it's so fucking bad that the weather doesn't even fit.",artstream,433.0
00:00:00,l,en,"Okay, I want to, I need really dark blue for his eyes.",artstream,434.0
00:00:00,l,en,Tom has such a really cool collection of colors.,artstream,435.0
00:00:00,l,en,I have to open all of them first.,artstream,436.0
00:00:00,l,en,He just bought 1000 colors and never used them.,artstream,437.0
00:00:00,c,en,I would have bought a super cute dress.,artstream,438.0
00:00:00,l,en,"Well, it's still 22 degrees and it probably won't always rain.",artstream,439.0
00:00:00,l,en,"I actually need something to clean my brushes here, to be honest.",artstream,440.0
00:00:00,l,en,But well.,artstream,441.0
00:00:00,l,en,Does he have a nose hole?,artstream,442.0
00:00:00,l,en,I guess so.,artstream,443.0
00:00:00,l,en,"Bibbles, do you have a nose hole?",artstream,444.0
00:00:00,l,en,How do you stand to have a nose hole?,artstream,445.0
00:00:00,l,en,"Chat, how do you stand to have a nose hole?",artstream,446.0
00:00:00,c,en,I'm done already.,artstream,447.0
00:00:00,c,en,Today was a really crazy surprise.,artstream,448.0
00:00:00,c,en,"Tomorrow the trains will be full of shit, but I'm not going to let my holiday go to shit.",artstream,449.0
00:00:00,l,en,"Yes, you got this.",artstream,450.0
00:00:00,l,en,"You got this, Lauri.",artstream,451.0
00:00:00,l,en,Riding in a train is just super exhausting.,artstream,452.0
00:00:00,l,en,Why did I do that?,artstream,453.0
00:00:00,l,en,Why did I do that?,artstream,454.0
00:00:00,l,en,"Actually, I have to, he doesn't look that fluffy in the mirror.",artstream,455.0
00:00:00,l,en,I have to watch me paint and fuck it up.,artstream,456.0
00:00:00,l,en,How purple are you?,artstream,457.0
00:00:00,l,en,Do I want...,artstream,458.0
00:00:00,l,en,I'm a twist pale purple.,artstream,459.0
