timestamp,speaker,text,source,line
00:00:00,,"and I'm really happy too the green ones would have liked to have a little more of the AfD so they could graze yes, CDU-CSU a little bit but the AfD is very obvious 20% is already heavy oh, I was blank and then bam maybe wall crashes are too toxic maybe it is there is some kind of crap in there that sounds like shit brown powder in the filling, partly cola flavor it says there really big, as if it were a warning cola flavor is already terrible moisture-resistant sugar I think you're because of the bee wax that makes it so colorful that makes the edges that's why you're so powerful, Kai so I think of the four I have the most okay with that I would be fine but Kai would be really cool Merz, Scholz and Weidel really not Habeck I think Habeck has potential I think he has learned a lot in the last four years and has potential that he changes well so with that I would be fine I also like him he seems not so inaudible exactly, he is very down to earth and is informed he also talked facts during the facts checks and I think he seems much more competent than the others more competent and sympathetic.",gow,11
00:00:00,,"I think he is more competent than the others more competent and sympathetic although I can't say anything about Scholz except that I think he is partly like a little child because I just didn't notice anything from him I don't know I don't know what he did in the last four years I don't know I don't know where he was I don't know what he did I don't know what he did Scholz was not present for me he was not present in my world I always forgot that he is the chancellor for real I just forgot I was always surprised and I was like, oh yeah, right oh yeah although I have to say that's not good for me I think I am politically informed I have a little bit of an idea but not enough I get things when people talk about it but I am not always actively informing myself and that's why I don't know if he did anything great in the last four years that's true, Habeck was much more present I think he is much more present now because I am in this left-green bubble and that's just in my social media more focused on me but I get a lot from Merzer and from Weidel obviously but Scholz is a little ghost I don't know but I have yesterday with Tom and my brother talked more or less about politics I want to wait and see how the elections go I think it's nice that the left have so much percent I wish they would come to 10 but yeah difficult let's see what's cooking good looking?",gow,12
00:00:00,,"we just wondered where Scholz was the last time so the last four years, not the last time Scholz just does cave diving into the smallest holes in the smallest cracks of Germany what is the cave diver in Germany?",gow,13
00:00:00,,"just disappeared okay here is the Little Nightmares DLC he does his thing in his underground bunker he does some shit and when he realizes it was shit he does it as if he forgot it and just doesn't talk about it I don't want to know what else he has that we will never know I just finished it, you mean the DLC?",gow,14
00:00:00,,"so you can't get spoiled look what Tom printed I have a beautiful controller holder controller holder even with gradient oops, sorry microphone look, just pink below it's so nice very pretty and it fits the colors I always have on my controller I think we are currently the weakest party in the Bundestag but it's definitely represented and we have a lot of time I think the FDP will probably come in and BSW will too I think the FDP it wouldn't be bad if they get 5% I think it's a good show it's just that these predictions are a bit different everywhere I saw the one from ZDF there was a 5% FDP according to Google, it's 4.9% so I don't know, we shall see but that's also a lot of surveys from the people who went out of the polling stations or?",gow,15
00:00:00,,"chapter selection I want to click in and actually have the sound please Tom, can you please change the game?",gow,16
00:00:00,,"ah, okay mine are from ZDF I don't know eh from 18.21, okay it's just shaking, thank you I have to go down, but why can I...",gow,17
00:00:00,,"we have 3 chapters left 3 DSC chapters so 0.1% can change I'm curious your progress in current chapter will be reset yes, it's okay we played through what, one chapter or the whole DSC?",gow,18
00:00:00,,hello Kaya now I'm a completely different child that's...,gow,19
00:00:00,,what's going on there?,gow,20
00:00:00,,I'll just swim I thought I died instantly because I was thrown in there without input I got it I could have taken my doll can I take it?,gow,21
00:00:00,,hello?,gow,22
00:00:00,,"hold on Little Nightmares is such a good game I've played the base game, the 1st and I'm not sure if I can play it I'm not sure if I can play it I played the base game, the 1st and I was very satisfied all kids want to escape or not I'm just one of the kids who can play it I don't have a microphone what do I want to say?",gow,23
00:00:00,,"I don't have a lighter, I have to turn the light down because I can't see the screen but I see the game, you know what I mean absolute mage that's what I should have played then you know what a mage looks like okay how do I walk?",gow,24
00:00:00,,"I activated something come on, I can see myself that's crazy I can't see myself, it's another kid all ass I have unlimited lives I have unlimited lives and trials I respawn when I mess up I would like to be in the position where the guy has no arms I think the house master sucks I was scared of him yes, of course crispy chick pea I made it a snack yes, food trends at the first try are not so good can I just go backwards?",gow,25
00:00:00,,oops knock knock the house master doesn't want to eat he wants to eat me if someone with such long spider arms would come to me then I would...,gow,26
00:00:00,,"no, no I wouldn't hug them then I'll just run backwards wait I have to go back I already saw the statistics Benny reposted that I even...",gow,27
00:00:00,,my voice disappears I sent Tom the same thing because I think it's so crazy how divided it is how offensive it is I don't know how obviously divided it is so and canine lux hello what is that?,gow,28
00:00:00,,can I just drive a carousel?,gow,29
00:00:00,,"yes, how are you all doing?",gow,30
00:00:00,,can I not jump on it?,gow,31
00:00:00,,"how shitty good boy been happy to glad I have said we can buzz gimme gimme oopsie happy because I can watch because you see the same thing again from before no, I won't complain when next time please help I'm tiny and I need help no, they jumped without me why don't we have any buddies?",gow,32
00:00:00,,"yes, but we still have Little Nightmares 2 I already downloaded it just in case I'm so crazy hello, hello, and hello kiwi I'm as crazy as last time because I'm a Little Nightmares talent boy no, come on, break so shitty what is this?",gow,33
00:00:00,,what is this?,gow,34
00:00:00,,I don't want to break my feet I need them I know I just wanted to see if the guy will notice I just wanted to see if he can I is this so stupid?,gow,35
00:00:00,,"take it now and push it somewhere else we take bikini bottom and push it somewhere else I think I'm too small for that shit, I got baited I would have gone live earlier but I have the feeling that people will arrive at 8 o'clock anyway and then I'm a little sad and then I was like, no, I'll start at 8 o'clock then it's not a downer right, Little Nightmares 3 is coming too I'm excited for 2 it's just 20 GB and 1 has only 9 so I'm curious if it's longer and how much longer and how it goes on do we eat souls?",gow,36
00:00:00,,are we being eaten?,gow,37
00:00:00,,"yes, we are being eaten, we break our legs 50 times nice it's not from the OG studio but it's in a similar style, so let's see so from the first part I already knew a lot or not a lot I've seen a few scenes and the scenes were already very telling and in the second part I go blind and I think that's another experience go up no, there must be a crack oh my god, I'm scared I have to push something around no, I can climb in here and go up I think there's no monster coming do you want me to take the OG studio so we can go in yes, I'm really curious I really want to play that with Tom we are a chaos duo and we will attack all the time I know it it's going to be awesome awesome it was fun ok I wanted to stay in Morocco until 6 but I never got sick why did I fall down?",gow,38
00:00:00,,"oh my god imagine I broke my leg broken come on oh right, there's a mobile game are there collectibles here?",gow,39
00:00:00,,"nevermind yes, yes, already?",gow,40
00:00:00,,"yes, take that shit sure, I can put stuff in my pocket how do I turn it on?",gow,41
00:00:00,,that's a different feeling than with 6 because it only has the lighter igelit igelit igelit hello back with snack but it's not me dodge that dodge it like a babab squeezy man who has a child?,gow,42
00:00:00,,"ok I thought I would stay safe but then not game yes that's not what I wanted to scream I don't know that was a short-reaction I have to press a lot of buttons at the same time that's not always helpful normally well go up fucking child it wasn't me, it was the child it's assassin's creed yes, I'm in things strong in which you are weak, Sandam we just equalize that's the prequel to etio auditori that we're playing right now he climbs a bit shit I have to orientate myself do I need that?",gow,43
00:00:00,,no do I have to?,gow,44
00:00:00,,"what if I do this and then nevermind, I didn't jump I'm going to die I'm a child I want to jump backwards is that possible?",gow,45
00:00:00,,"no, ok well, I tried you never know I mean, I dreamed at the beginning that I would be pulled down by something in the water so it will happen I'm a child medium whatever I mean save have fun eating, Kaya swim like in a dream like pissing can he swim faster?",gow,46
00:00:00,,"no, please please I hate that he is slowly just on purpose do I have to go down here?",gow,47
00:00:00,,"I don't want to I have to, but...",gow,48
00:00:00,,close one I'm going to jump I'm going to jump I'm going to jump I'm going to jump I'm going to throw you with a can I didn't run I jumped why didn't I run?,gow,49
00:00:00,,bro that was stupid of me please please jump come on my children they jump bye stupid what?,gow,50
00:00:00,,oh I don't want that he is always wet always wet that has to be so bad maybe he will break out maybe it's not bad okay I have to jump over here I thought I got damage I didn't get damage before I'm going to jump there are some animals whatever I have to swim too much I don't like this chill that bitch treat friidi she is sleeping she is in ball shape she is so cute when she wakes up from the treats she is completely depressed in her face her face looks so crooked I'm trying to see if you can see it what do you want?,gow,51
00:00:00,,she doesn't want me not at all not at all I'm going to give her a treat meow meow maybe you want to do it please so what do you say to your new girlfriend?,gow,52
00:00:00,,"I think she sucks she has too long arms I would like to have friends with short arms no, more than with short arms I think that's great so she has too much hair I don't know I think she is a bit fat I don't know I don't know she has too much hair I don't know I don't know can I do something now?",gow,53
00:00:00,,"it would be boring well the cooks have short arms they weren't boring either oh god hello hello when I played the floor lava as a child oh no I fucked it there are two not with me he didn't swim around so fast no I can throw it up I can try it even caught I'm on the team bastard okay up corpse parts actually true I just wanted to be edgy guess I wasn't just dead I won't hit that safe I'm a perspective connoisseur meanwhile, look at me that was luck what do I do now?",gow,54
00:00:00,,just no I'm sorry I should have waited I guess well yes I'm sorry turbo granny that was too much again can I do it again?,gow,55
00:00:00,,"the child will die a few times I'll be sorry at the end so, we wait child child would you look at that I'll get a random hunger he's hungry nobody is hungry never sprinting can I get up here?",gow,56
00:00:00,,no then not huh?,gow,57
00:00:00,,can I hear something?,gow,58
00:00:00,,huh?,gow,59
00:00:00,,I have a flashlight never mind can I go behind here?,gow,60
00:00:00,,"no, it's closed I was right but what if I want to go in here?",gow,61
00:00:00,,yes so now I'll go what?,gow,62
00:00:00,,I'm stuck I can't turn around I can only turn the camera what?,gow,63
00:00:00,,something always happens to me in blesbians I always fell through the invisible walls there is one wall on the whole map that was forgotten and I fall through there randomly because I'm fighting against the wrong enemy already?,gow,64
00:00:00,,"wait, I can open it no, I can't and here I can not yet why is there always why can I always get stuck here?",gow,65
00:00:00,,if I want to so throwing something doesn't make sense I always think that there is a curve but there is nothing I don't know I don't know there is a curve but there is nothing throw the child yes yes good throw child against the door I can open it what is it?,gow,66
00:00:00,,a skull?,gow,67
00:00:00,,a ball I should have thrown the ball in here yes if I hang up now I'm pissed it doesn't matter to me that I threw something in there except for an achievement I can't go up I need something to put on this game is so uncomfortable sometimes quiet boy would I be stupid again look at you see what I mean by stupid that was cheating I'm going to the bathroom I want to close the door what is behind it?,gow,68
00:00:00,,there is a lever it was a toilet I have to break it yes stand up I need this for back there right?,gow,69
00:00:00,,yes that was slow eat it I wish I could I really do eat it I wish I could the key is really heavy I'm not a six would that's right but is six in the room with us?,gow,70
00:00:00,,no I'm going to the bathroom okay press funny button especially now it's getting much six changed six changed I need two I have to stack them I need two stop what am I here?,gow,71
00:00:00,,"nine that sucks, why does it drive away?",gow,72
00:00:00,,wait something is being nailed to the wall something is being nailed to the wall I want to stack I don't know nobody knows that makes sense boy boy that's a sign for what?,gow,73
00:00:00,,"that I don't have to stack them I'll do it really fast that did not work out I have to turn on water again they have to lie down and then I can jump over here got it I got it but not in the water because hello stupid stacking would have been fancy if I had done it the game doesn't want it I'll do it anyway I don't know if it's enough I'll try and die for it but then I tried perfect perfect score, 5 out of 7 I'll take a shower I saw his face that's really stupid that's really stupid no no oh god what's that?",gow,74
00:00:00,,"a fish fish fish I hate that I'll take a shower and jump brave, Luna so okay I would be like that too I can understand that but it's not my fucking problem oh god that's his sea?",gow,75
00:00:00,,"no, I should have thrown something no but what?",gow,76
00:00:00,,granny a grandma can I please stand on the ship?,gow,77
00:00:00,,no yeah chill I'm not that far do you understand granny?,gow,78
00:00:00,,"but it's nothing yes hello I have to wait for her to be not back there she's not here, is she?",gow,79
00:00:00,,maybe maybe what could she do here?,gow,80
00:00:00,,"nothing that's okay, that's okay I like to see it when I suffer stupid stupid stupid hello I need something this okay no it's forever gone no for real, it's forever gone respawned is upstairs if I fuck it up no, that's another child shit wait I can probably just let the water go I can probably just let the water go that's the DLC of it that's the DLC of 1 that's a can that's right so sometimes I'm smart I'm really curious about the appointment for my master's work I'm kind of afraid that he'll find my topic really shitty I think I'm also afraid of shit right now because it's somehow I feel like it's already been done anyway but if I look at the other master's work topics then the tones come then they've already done it you know what I mean, they also have all the topics that have already been done really okay that's annoying so we're definitely a different child from this weisenhaus or from this child of the slaughterhouse that wants to escape that wants to escape we sometimes see other children who are fleeing in front of us but not anymore hola hello, little one did you vote?",gow,81
00:00:00,,"that's wrong, I should have done it here I should have done it here too no, no thanks for 23 months Sofia ha I did vote, let's go good job no yes hello no I died thank you for your resub 22 months yes hello and thanks for mini hype train thank you for resubbing so much 2 years also tier 3 thank you so much for that it's granny turbo granny is back in the hood that was not good that's not good I'm not okay yes no it's just busy with it it's okay it's all good there was poopy brain there was poopy brain laudie, thank you for the gift resub now I'm here I have to go there I have to go there please don't catch me 50% AFD is crazy disgusting I want to open this come on wait but how do what do how do how do ah sorry then I go then die for that no no yes laudie has to take it god damn it the results are out not really they are still counting the votes thank you for the gift resub laudie now we are at tier 3 tier 3 hype train is that allowed is that real life no wait am I reading yeah I'm reading correctly let's go thank you wait where is my train I need to unpack train thank you for the hype train push is not enough that's shit why is the game baiting me push is not here the results will be out in like 2 days probably yes and with what right do I have to hang on the lamp I was poopy brained I get it now I did not jump I just wanted to jump oh god I didn't jump I just wanted to jump I just wanted to jump I just wanted to jump I did not do the jumpies that's not fair guys really send them exactly this one I did not hit her are you sure why not good luck have fun I died too that sucks okay so what do where are the intrusive thoughts I just have the TV can I push it fuck me I just have the TV can I push it fuck me okay thank you guys for the hype train hype tram I'm strong you wish I jumped on her cock I jumped on her cock I jumped on her cock I jumped on her cock I jumped on her cock dead dead grilled grandma That's my favorite dish actually.",gow,82
00:00:00,,Isn't there a dish that's called dead grandma or something?,gow,83
00:00:00,,With...,gow,84
00:00:00,,Huh?,gow,85
00:00:00,,Get up there!,gow,86
00:00:00,,And jump!,gow,87
00:00:00,,Like meat sausage?,gow,88
00:00:00,,Like...,gow,89
00:00:00,,Like some meat sausage shit?,gow,90
00:00:00,,Dead grandma?,gow,91
00:00:00,,Or am I stupid?,gow,92
00:00:00,,Maybe I would be influenced by people who have no idea what dishes actually are.,gow,93
00:00:00,,Don't you know?,gow,94
00:00:00,,There's a booth on the floor.,gow,95
00:00:00,,Dead grandma is a cake?,gow,96
00:00:00,,I thought dead grandma was like a blood sausage.,gow,97
00:00:00,,Like blood sausage and sauerkraut.,gow,98
00:00:00,,And...,gow,99
00:00:00,,No idea what else.,gow,100
00:00:00,,Dead grandma sounds more like something...,gow,101
00:00:00,,"Weird, disgusting, meaty or am I stupid?",gow,102
00:00:00,,I wouldn't want to eat a cake that's labeled dead grandma in the bakery.,gow,103
00:00:00,,Although I wouldn't want to eat a sausage that's labeled dead grandma in the bakery.,gow,104
00:00:00,,That's of course...,gow,105
00:00:00,,That's of course...,gow,106
00:00:00,,Is a sausage with potatoes and sauerkraut okay?,gow,107
00:00:00,,"Imagine a bakery is offered dead grandma as lunch, as warm lunch.",gow,108
00:00:00,,"Imagine a bakery is offered dead grandma as lunch, as warm lunch.",gow,109
00:00:00,,Blood sausage!,gow,110
00:00:00,,"Yes, exactly!",gow,111
00:00:00,,Did that have to happen?,gow,112
00:00:00,,Yeah.,gow,113
00:00:00,,Yeah.,gow,114
00:00:00,,Yeah.,gow,115
00:00:00,,Yeah.,gow,116
00:00:00,,Yeah.,gow,117
00:00:00,,Yeah.,gow,118
00:00:00,,Yeah.,gow,119
00:00:00,,Yeah.,gow,120
00:00:00,,Now I'm being slaughtered.,gow,121
00:00:00,,RIP me.,gow,122
00:00:00,,I remember.,gow,123
00:00:00,,Well.,gow,124
00:00:00,,Six is gonna save us.,gow,125
00:00:00,,My best And now?,gow,126
00:00:00,,"I'll take a meat hook Ow Oh my god, there's a video There's a video of two Christian ladies who say What you should never guys you should never date Or such a shit and there is one category simply Mr.",gow,127
00:00:00,,Struggle You should just no one date who somehow also just has some emotional psychological Financial or something has problems so just no You can not It's un-christian.,gow,128
00:00:00,,That's a red flag.,gow,129
00:00:00,,They always have to be perfect because of course And that's good.,gow,130
00:00:00,,"Yeah, I do.",gow,131
00:00:00,,That's ever kind mentioned basically Shapshot says they're in them their struggle and we're feeling rather mr.,gow,132
00:00:00,,Struggle.,gow,133
00:00:00,,I love you.,gow,134
00:00:00,,She's been gerade mr.,gow,135
00:00:00,,Struggle Mr.,gow,136
00:00:00,,Struggle Hopefully I do not So never to see in for other and for storming in kinder Guy low they have me my intention.,gow,137
00:00:00,,"I'm in the way come on don't depth I want to help you No, please.",gow,138
00:00:00,,I'm I'm friendly.,gow,139
00:00:00,,"I really am I'm friendly Oh Including ya No, I'm I get that hedah Dari you were blocked because you mentioned AFD too often.",gow,140
00:00:00,,AFD is blocked in my chat.,gow,141
00:00:00,,That's the concept.,gow,142
00:00:00,,I don't know if I want to fight for my rights.,gow,143
00:00:00,,AFD at 45% and left at 8-9% Of course increase is strong but left...,gow,144
00:00:00,,At left AFD almost doubled.,gow,145
00:00:00,,In your circle of choice you mean now?,gow,146
00:00:00,,Because AFD is German wide at 20%.,gow,147
00:00:00,,"You have to fight on, guys like you are important.",gow,148
00:00:00,,"Oh, MV.",gow,149
00:00:00,,"I just read MTV and was like I'm not saying anything about it, I don't know what Lauri means.",gow,150
00:00:00,,So I'm just gonna stand still now.,gow,151
00:00:00,,Can I hug you?,gow,152
00:00:00,,No?,gow,153
00:00:00,,The poor thing.,gow,154
00:00:00,,Poor baby.,gow,155
00:00:00,,The poor thing.,gow,156
00:00:00,,Poor baby.,gow,157
00:00:00,,Yes!,gow,158
00:00:00,,Oh my god.,gow,159
00:00:00,,I love this.,gow,160
00:00:00,,Am I in the second chapter of the DLC now?,gow,161
00:00:00,,Can you climb?,gow,162
00:00:00,,Okay wait.,gow,163
00:00:00,,I help you.,gow,164
00:00:00,,Okay.,gow,165
00:00:00,,I need you again.,gow,166
00:00:00,,I need you again.,gow,167
00:00:00,,I need you again.,gow,168
00:00:00,,I need you again.,gow,169
00:00:00,,I need you again.,gow,170
00:00:00,,I need you again.,gow,171
00:00:00,,I need you again.,gow,172
00:00:00,,I need you again.,gow,173
00:00:00,,Come back!,gow,174
00:00:00,,Come with me.,gow,175
00:00:00,,"Oh, I would have sacrificed myself now.",gow,176
00:00:00,,I could have broken my skull if this gnome could come with me.,gow,177
00:00:00,,Look at him.,gow,178
00:00:00,,Look at him.,gow,179
00:00:00,,I'm not okay.,gow,180
00:00:00,,This is too cute.,gow,181
00:00:00,,It's so cute.,gow,182
00:00:00,,It's so cute.,gow,183
00:00:00,,My shadow.,gow,184
00:00:00,,I love my shadow.,gow,185
00:00:00,,Whoever has something against my shadow has a problem with me.,gow,186
00:00:00,,Yeah?,gow,187
00:00:00,,My shadow can box.,gow,188
00:00:00,,I can box.,gow,189
00:00:00,,Someone is locked in there.,gow,190
00:00:00,,We're saving his whole family now.,gow,191
00:00:00,,The little head.,gow,192
00:00:00,,The little everything.,gow,193
00:00:00,,"Okay, watch out.",gow,194
00:00:00,,I throw myself up here and then up further.,gow,195
00:00:00,,Cake.,gow,196
00:00:00,,"Okay, I open this up.",gow,197
00:00:00,,And then I hug you.,gow,198
00:00:00,,"Okay, but how do I...",gow,199
00:00:00,,How do...,gow,200
00:00:00,,You know?,gow,201
00:00:00,,How do you...,gow,202
00:00:00,,Can I take this?,gow,203
00:00:00,,No.,gow,204
00:00:00,,I can't.,gow,205
00:00:00,,No.,gow,206
00:00:00,,Maybe I'm overdoing it.,gow,207
00:00:00,,Maybe I can jump over it.,gow,208
00:00:00,,Just.,gow,209
00:00:00,,No.,gow,210
00:00:00,,I can throw someone up here.,gow,211
00:00:00,,Maybe.,gow,212
00:00:00,,Open the door.,gow,213
00:00:00,,"Oh, I'll do that.",gow,214
00:00:00,,This is cute.,gow,215
00:00:00,,"Ah, we're running around.",gow,216
00:00:00,,I know.,gow,217
00:00:00,,I know you have been mistreated.,gow,218
00:00:00,,I save you.,gow,219
00:00:00,,You're my friend now.,gow,220
00:00:00,,Come on.,gow,221
00:00:00,,We need to open the door.,gow,222
00:00:00,,Me and my little gnome army.,gow,223
00:00:00,,I kinda never want to leave this place now.,gow,224
00:00:00,,"Yeah, I know.",gow,225
00:00:00,,I know.,gow,226
00:00:00,,"No, wait, wait, wait.",gow,227
00:00:00,,Really.,gow,228
00:00:00,,That's worth a lot of pay raise.,gow,229
00:00:00,,So cute.,gow,230
00:00:00,,I want them to stay with me until the end of the game.,gow,231
00:00:00,,Okay.,gow,232
00:00:00,,Are they eating coal now?,gow,233
00:00:00,,Hey!,gow,234
00:00:00,,Where are you going?,gow,235
00:00:00,,Where are you going?,gow,236
00:00:00,,I need to hug you.,gow,237
00:00:00,,You want in there?,gow,238
00:00:00,,What?,gow,239
00:00:00,,That's like in Tiro's Travel to the Magic Land with the roost men.,gow,240
00:00:00,,They always throw the coal in there.,gow,241
00:00:00,,You know what I mean?,gow,242
00:00:00,,Can I take something?,gow,243
00:00:00,,"In a Ghibli movie, a little bit more creepy.",gow,244
00:00:00,,Hi.,gow,245
00:00:00,,Hi.,gow,246
00:00:00,,Hi.,gow,247
00:00:00,,Hi.,gow,248
00:00:00,,Hi.,gow,249
00:00:00,,Hi.,gow,250
00:00:00,,Hi.,gow,251
00:00:00,,Hi.,gow,252
00:00:00,,"Thank you for the gift, Kani.",gow,253
00:00:00,,Kani looks welcome.,gow,254
00:00:00,,To...,gow,255
00:00:00,,I don't know.,gow,256
00:00:00,,To high society.,gow,257
00:00:00,,We are high society.,gow,258
00:00:00,,"Oh, the second place.",gow,259
00:00:00,,"Sorry, I feel like that.",gow,260
00:00:00,,I have that so often.,gow,261
00:00:00,,"So, no.",gow,262
00:00:00,,Can I hug you?,gow,263
00:00:00,,Yes.,gow,264
00:00:00,,I can.,gow,265
00:00:00,,But pay attention to your own money.,gow,266
00:00:00,,You didn't have that much this month.,gow,267
00:00:00,,You didn't have that much this month.,gow,268
00:00:00,,Huh?,gow,269
00:00:00,,Peeos box.,gow,270
00:00:00,,What do I need you for?,gow,271
00:00:00,,To walk?,gow,272
00:00:00,,Uh...,gow,273
00:00:00,,Do I have to drive up?,gow,274
00:00:00,,Well...,gow,275
00:00:00,,Oh.,gow,276
00:00:00,,I have really...,gow,277
00:00:00,,really bad horns on my feet.,gow,278
00:00:00,,Really bad horns on my feet.,gow,279
00:00:00,,The wind is strong.,gow,280
00:00:00,,Huh?,gow,281
00:00:00,,What's happening here?,gow,282
00:00:00,,But how do I get over here?,gow,283
00:00:00,,I can't jump up there.,gow,284
00:00:00,,Can I open it?,gow,285
00:00:00,,No.,gow,286
00:00:00,,So I need two good ones.,gow,287
00:00:00,,And I have to go in there.,gow,288
00:00:00,,Shit.,gow,289
00:00:00,,I don't feel like going in there.,gow,290
00:00:00,,I'm as quiet as Six.,gow,291
00:00:00,,Or he's breathing so loudly that he can't hear my little steps.,gow,292
00:00:00,,Oh my god.,gow,293
00:00:00,,Leave me the fuck alone.,gow,294
00:00:00,,What do?,gow,295
00:00:00,,There she is!,gow,296
00:00:00,,I'm so mad.,gow,297
00:00:00,,I'm so mad.,gow,298
00:00:00,,I'm so mad.,gow,299
00:00:00,,I'm so mad.,gow,300
00:00:00,,I'm so mad.,gow,301
00:00:00,,Huh?,gow,302
00:00:00,,Do I have to go up there?,gow,303
00:00:00,,"Yeah, really.",gow,304
00:00:00,,He's just blind on both eyes.,gow,305
00:00:00,,And stupid.,gow,306
00:00:00,,But he's not deaf.,gow,307
00:00:00,,He's actually already got way too few debuffs.,gow,308
00:00:00,,There's something going on.,gow,309
00:00:00,,Can I...,gow,310
00:00:00,,Oh god.,gow,311
00:00:00,,Oh.,gow,312
00:00:00,,Stronger hearing than I have.,gow,313
00:00:00,,Are you deaf?,gow,314
00:00:00,,I don't know.,gow,315
00:00:00,,"Ah, around here on the left.",gow,316
00:00:00,,I'm gonna fuck this up.,gow,317
00:00:00,,Huh?,gow,318
00:00:00,,Leave it!,gow,319
00:00:00,,Fuck off!,gow,320
00:00:00,,Get away from my table!,gow,321
00:00:00,,It's mine.,gow,322
00:00:00,,"Oh, he just touched my ass.",gow,323
00:00:00,,Oh god.,gow,324
00:00:00,,So.,gow,325
00:00:00,,What is he doing?,gow,326
00:00:00,,That's the kid from grandma we just sucked.,gow,327
00:00:00,,We electrocuted.,gow,328
00:00:00,,Parkour.,gow,329
00:00:00,,360.,gow,330
00:00:00,,I can't.,gow,331
00:00:00,,"Actually, too bad.",gow,332
00:00:00,,"Too bad, chocolate.",gow,333
00:00:00,,"Well, it's gonna be shit again.",gow,334
00:00:00,,It's just shit.,gow,335
00:00:00,,I don't want a can.,gow,336
00:00:00,,I don't want gloves.,gow,337
00:00:00,,Now I'm climbing up here somewhere.,gow,338
00:00:00,,Can't be that hard.,gow,339
00:00:00,,Woah.,gow,340
00:00:00,,What do?,gow,341
00:00:00,,I don't want a can.,gow,342
00:00:00,,Maybe I need a can.,gow,343
00:00:00,,If the game throws cans at me already.,gow,344
00:00:00,,What do I mean?,gow,345
